Question_Id,Question_Topic,Question_Content,Passage_Id,Passage_Content,Score
1_6,Career choice for Nursing and Physician's Assistant,What school subjects are needed to become a registered nurse ?,MARCO_190800,"A: To become a registered nurse online, you have the option of three education paths. You can either pursue a bachelor's of science degree in nursing (BSN) online, get an associate's degree in nursing (ADN), or a diploma from an approved and accredited nursing school.: To become a registered nurse, you need to enroll in an accredited nursing school. The criterion for enrollment in a nursing school is a high school diploma or GED, good grades in science subjects like chemistry and biology and a high percentage in SAT or ACT exam.",2
1_6,Career choice for Nursing and Physician's Assistant,What school subjects are needed to become a registered nurse ?,MARCO_6364389,"Steps to Becoming a Registered Nurse. 1. Complete an accredited registered nurse program. In order to become a registered nurse, students must graduate from an accredited program. Several options are available, including nursing diplomas, associate degrees or bachelorâs degrees.An associate degree in nursing typically takes two years to complete, though accelerated programs can shorten this timeframe.f a registered nurse decides to become an advanced practice registered nurse and specialize their knowledge, a masterâs degree will be needed. After completing this education, graduates can apply for roles as certified nurse specialists, nurse anesthetists, nurse practitioners, and nurse midwives.",0
1_6,Career choice for Nursing and Physician's Assistant,What school subjects are needed to become a registered nurse ?,MARCO_8006622,"To become a registered nurse (RN), you need a high school diploma to enter nursing school. Nursing schools require a sound academic standing in high school English, algebra, chemistry, biology, physics and psychology.egistered Nurse Career Path. To become a registered nurse (RN), you need a high school diploma to enter nursing school. Nursing schools require a sound academic standing in high school English, algebra, chemistry, biology, physics and psychology. An understanding of computers and technology is also a great asset.",2
1_6,Career choice for Nursing and Physician's Assistant,What school subjects are needed to become a registered nurse ?,MARCO_96271,"Most medical assistants choose to get a diploma rather than an Associateâs Degree. However, for those who plan to become a registered nurse, the training they get as a medical assistant will help them greatly in becoming a successful Registered Nurse.For someone who is already a medical assistant California offers many college programs to become a registered nurse.owever, for those who plan to become a registered nurse, the training they get as a medical assistant will help them greatly in becoming a successful Registered Nurse. For someone who is already a medical assistant California offers many college programs to become a registered nurse.",0
1_6,Career choice for Nursing and Physician's Assistant,What school subjects are needed to become a registered nurse ?,MARCO_4847842,"It is the 3899th highest ranked school in the USA and the 203rd highest in the state of Florida (#1 is University of Miami). Nurse Anesthetist students from Melbourne schools who go on to become nurse anesthetists, nurses, nurse administrators, registered nurses, etc. have a good chance at finding employment.Also, Registered nurses make on average $66,530 per year and there are about 2,583,770 of them employed in the US today.Melbourne lies in Brevard county, which is one of the 49 counties in Florida.t is the 3899th highest ranked school in the USA and the 203rd highest in the state of Florida (#1 is University of Miami). Nurse Anesthetist students from Melbourne schools who go on to become nurse anesthetists, nurses, nurse administrators, registered nurses, etc. have a good chance at finding employment.",0
1_6,Career choice for Nursing and Physician's Assistant,What school subjects are needed to become a registered nurse ?,MARCO_6162152,"Medical assistants who wish to become registered nurses will need a combination of additional education and experience to see their goals realized. For those health care workers who are medical assistants California offers many opportunities to become registered nurses.Many medical assistants gain their initial training by obtaining diplomas through vocational schools, completing programs that last less than one year.ost medical assistants choose to get a diploma rather than an Associateâs Degree. However, for those who plan to become a registered nurse, the training they get as a medical assistant will help them greatly in becoming a successful Registered Nurse.",0
1_6,Career choice for Nursing and Physician's Assistant,What school subjects are needed to become a registered nurse ?,MARCO_7095694,"Nursing is an excellent profession within the medical field, and registered nurse RN skills are in high demand. This site provides information about how to become a registered nurse, what a registered nurse does on the job, nursing school programs, salary information, career choices, and much more.In short, the goal of this website is to provide the best single source of information about registered nursing on the web.his site provides information about how to become a registered nurse, what a registered nurse does on the job, nursing school programs, salary information, career choices, and much more. In short, the goal of this website is to provide the best single source of information about registered nursing on the web.",0
1_6,Career choice for Nursing and Physician's Assistant,What school subjects are needed to become a registered nurse ?,MARCO_1701841,don t forget we have a detailed registered nurse guide covering everything you need to know to become a rn in the united states the average annual salary for a registered nurse is currently $ 67930 which breaks down as an average of $ 32 66 per hour $ 1306 per week and a monthly salary of $ 5660on t forget we have a detailed registered nurse guide covering everything you need to know to become a rn in the united states the average annual salary for a registered nurse is currently $ 67930 which breaks down as an average of $ 32 66 per hour $ 1306 per week and a monthly salary of $ 5660,0
1_6,Career choice for Nursing and Physician's Assistant,What school subjects are needed to become a registered nurse ?,MARCO_2564818,"During your final year of high school, you can apply to colleges and universities. You would take a 2-year college nursing program to become a registered practical nurse (RPN), or you would enrol in a 4-year university or combined college-university program to become a registered nurse (RN).You can take a nurse practitioner program after completing your undergraduate degree.ou would take a 2-year college nursing program to become a registered practical nurse (RPN), or you would enrol in a 4-year university or combined college-university program to become a registered nurse (RN).",0
1_6,Career choice for Nursing and Physician's Assistant,What school subjects are needed to become a registered nurse ?,MARCO_190801,"A: To become a RN nurse you can either take ADN (Associate Degree in Nursing) or you can take BSN (Bachelors of Science in Nursing) degree. Associate's degree in nursing takes two years to complete while a BSN is more comprehensive and therefore takes four years to complete.: To become a registered nurse, you need to enroll in an accredited nursing school. The criterion for enrollment in a nursing school is a high school diploma or GED, good grades in science subjects like chemistry and biology and a high percentage in SAT or ACT exam.",1
1_6,Career choice for Nursing and Physician's Assistant,What school subjects are needed to become a registered nurse ?,MARCO_6311397,"An associate's or bachelor's degree is needed to become a registered nurse. Associate degree programs are offered at many vocational schools and community colleges. Earning an associate's degree in nursing (ADN) can take between two to three years.n undergraduate degree is required to become a registered nurse, while a graduate degree can lead to a variety of careers including nurse practitioner, certified clinical nurse specialist or nursing educator. The job duties of a registered nurse (RN) vary according to population demographics and clinical settings.",0
1_6,Career choice for Nursing and Physician's Assistant,What school subjects are needed to become a registered nurse ?,MARCO_190796,"In order to become a registered nurse, students must graduate from an accredited program. Several options are available, including nursing diplomas, associate degrees or bachelorâs degrees. An associate degree in nursing typically takes two years to complete, though accelerated programs can shorten this timeframe.f a registered nurse decides to become an advanced practice registered nurse and specialize their knowledge, a masterâs degree will be needed. After completing this education, graduates can apply for roles as certified nurse specialists, nurse anesthetists, nurse practitioners, and nurse midwives.",0
1_6,Career choice for Nursing and Physician's Assistant,What school subjects are needed to become a registered nurse ?,MARCO_7007293,"A: To become a registered nurse, you need to enroll in a registered nurses program. You will also need to complete the nursing prerequisites before enrolling in an RN degree. It is important that you have satisfactory grades in science subjects and have a thorough understanding of general sciences.",1
1_6,Career choice for Nursing and Physician's Assistant,What school subjects are needed to become a registered nurse ?,MARCO_8682643,"Report Abuse. You must first be a registered nurse before you can become a nurse-midwife. If you are not already a RN, then you will need to go to nursing school for a Bachelor's degree, graduate and pass the NCLEX-RN, the national licensure examination, to become a registered nurse.t depends on what kind of midwife you want to be. A Certified Nurse Midwife requires you to go to nursing school to achieve a BSN, get your RN license, work in L&D for a minimum of 1 year, then go to graduate school for a master's degree in nursing.",0
1_7,Career choice for Nursing and Physician's Assistant,What is the average starting salary in the UK vs an RN ?,MARCO_5690791,"Average Physician Assistant Pay vs. Other Best Jobs. Physician assistants made an average salary of $97,280 in 2014. Nurse practitioners made a similar salary of $97,990 in the same year. General internists/physicians, however, made much more, with an average wage of $190,530 in 2014. Registered nurses made less than these professionals, with a mean salary of $69,790.",2
1_7,Career choice for Nursing and Physician's Assistant,What is the average starting salary in the UK vs an RN ?,MARCO_6642866,"In 2011, the average full-time salary for nurse practitioners was $90,583 while the average salary for physician assistants was $94,870. The average hourly rate for nurse practitioners was $47.63/ hour versus $50.52/ hour for physician assistants. Practice Setting Salary Comparison.n 2011, the average full-time salary for nurse practitioners was $90,583 while the average salary for physician assistants was $94,870. The average hourly rate for nurse practitioners was $47.63/ hour versus $50.52/ hour for physician assistants. Practice Setting Salary Comparison.",0
1_7,Career choice for Nursing and Physician's Assistant,What is the average starting salary in the UK vs an RN ?,MARCO_364792,"Average Physician Pay vs. Other Best Jobs. Most doctors are paid well. In fact, a physicianâs average salary was $188,440 in 2013, which was higher than any other salary in our Best Health Care Jobs list. Dentists, who made an average salary of $164,570 had the next highest salary.And pharmacists, by comparison, made approximately $116,500 in 2013. Registered nurses, who often work closely with doctors, made an average salary of $68,910 in 2013, or about $119,530 less than physicians.verage Physician Pay vs. Other Best Jobs. Most doctors are paid well. In fact, a physicianâs average salary was $188,440 in 2013, which was higher than any other salary in our Best Health Care Jobs list. Dentists, who made an average salary of $164,570 had the next highest salary.",1
1_7,Career choice for Nursing and Physician's Assistant,What is the average starting salary in the UK vs an RN ?,MARCO_6831357,"PAs also experienced an increase during the last 2 years â over $13,000!. When it comes to full-time salaries, the average full-time working nurse practitioner earned an annual salary just short of $99,000, while the average full-time physician assistant earned around $107,000.In the previous year, men still out earned women in both of these professions.A vs NP â Salary Differences. This year, both physician assistants and nurse practitioners have good reason to rejoice, since both groups have experienced an increase in full time salaries in the past year.",0
1_7,Career choice for Nursing and Physician's Assistant,What is the average starting salary in the UK vs an RN ?,MARCO_5699127,"2015 nurse practitioner & physician assistant salary survey. Next Prev. The average salary among all NPs is $99,471. The average salary among all PAs is $105,013. The highest salaries for NPs can be found in the West.The highest salaries for PAs can be found in the West. The lowest salaries were found in the Northeast.015 nurse practitioner & physician assistant salary survey. Next Prev. The average salary among all NPs is $99,471. The average salary among all PAs is $105,013. The highest salaries for NPs can be found in the West. The highest salaries for PAs can be found in the West. The lowest salaries were found in the Northeast.",0
1_7,Career choice for Nursing and Physician's Assistant,What is the average starting salary in the UK vs an RN ?,MARCO_1959753,"Average Physician Pay vs. Other Best Jobs. Most doctors are paid well. In fact, a physicianâs average salary was $188,440 in 2013, which was higher than any other salary in our Best Health Care Jobs list. Dentists, who made an average salary of $164,570 had the next highest salary.And pharmacists, by comparison, made approximately $116,500 in 2013. Registered nurses, who often work closely with doctors, made an average salary of $68,910 in 2013, or about $119,530 less than physicians.n fact, a physicianâs average salary was $188,440 in 2013, which was higher than any other salary in our Best Health Care Jobs list.",1
1_7,Career choice for Nursing and Physician's Assistant,What is the average starting salary in the UK vs an RN ?,MARCO_6642862,"We collected 4,851 responses from 3,723 nurse practitioners and 1,128 physician assistants. Full-Time Salaries. In 2012, the average physician assistant working full time earned a salary of $102,165 and the average nurse practitioner working full time earned $93,032 (Table 1).For PAs, this change marks a $7,295 increase over 2011 average wages of $94,870.nlike the falling salary numbers of 2011, nurse practitioners and physician assistants have regained momentum, reporting increased salaries and hourly wages across the board. In 2012, one profession made significant gains over last year's wages.",0
1_7,Career choice for Nursing and Physician's Assistant,What is the average starting salary in the UK vs an RN ?,MARCO_6644873,"The majority of dentists work full time. Some dentists work beyond normal business hours or on weekends. Frequently Asked Questions. Q: How much do dentists make in California? A: The mean salary for a dentist in California is $170,490. Q: What is a dentistâs hourly salary? A: The mean hourly salary for a dentist is $82.86. Average Dentist Pay vs. Other Best Jobs. With an average salary of $172,350 in 2015, dentists earn far more than most other health care workers. Dentists earn much more than dental assistants ($36,920) and dental hygienists ($72,720). Registered nurses ($71,000) and pharmacists ($119,270) also make less than dentists. However, there are a few health care occupations that have higher salaries than dentists, including physicians ($196,520).",0
1_7,Career choice for Nursing and Physician's Assistant,What is the average starting salary in the UK vs an RN ?,MARCO_1295822,"Salaries. As physicians, anesthesiologists earn the highest salaries of the group. The average annual salary for anesthesiologists in 2011 was $234,950, according to the BLS. The BLS groups CRNAs with all other registered nurses and does not track AAs.nesthetist Vs. Administering anesthesia is a demanding but rewarding career. If you think anesthesia is the career for you, you can choose to be a doctor, a nurse or an anesthesiologist assistant.",0
1_7,Career choice for Nursing and Physician's Assistant,What is the average starting salary in the UK vs an RN ?,MARCO_3817379,"The average salary for a RN working for an outpatient care center is $72,390 or $34.80 an hour. In local, private, and state hospitals, the average annual salary is roughly $71,640 ($34.44 per hour). Home health service RNâs earn an estimated $67,880 ($32.64 hourly).For nursing and residential care facilities, the average annually salary is around $62,440 or $28.28 per hour.Finally, in offices of physicians, a RN can earn an average of $58,420 ($30.02 per hour).In 2014, the top paying state for a registered nurse was California with an average annual salary of $98,440 ($47.31 an hour).inally, in offices of physicians, a RN can earn an average of $58,420 ($30.02 per hour). In 2014, the top paying state for a registered nurse was California with an average annual salary of $98,440 ($47.31 an hour).",0
1_7,Career choice for Nursing and Physician's Assistant,What is the average starting salary in the UK vs an RN ?,MARCO_6831356,"We collected 4,851 responses from 3,723 nurse practitioners and 1,128 physician assistants. Full-Time Salaries. In 2012, the average physician assistant working full time earned a salary of $102,165 and the average nurse practitioner working full time earned $93,032 (Table 1).For PAs, this change marks a $7,295 increase over 2011 average wages of $94,870.he 2012 National Salary Survey of NPs & PAs also collected information on the hourly rates paid for part-time positions (Table 1). In 2012, the average physician assistant working part time earned an hourly wage of $55.16, an increase of $4.64 per hour over 2011.",0
1_7,Career choice for Nursing and Physician's Assistant,What is the average starting salary in the UK vs an RN ?,MARCO_4079014,"Average Physician Pay vs. Other Best Jobs. Most doctors are paid well. In fact, a physicianâs average salary was $188,440 in 2013, which was higher than any other salary in our Best Health Care Jobs list. Dentists, who made an average salary of $164,570 had the next highest salary. And pharmacists, by comparison, made approximately $116,500 in 2013. Registered nurses, who often work closely with doctors, made an average salary of $68,910 in 2013, or about $119,530 less than physicians.",0
1_7,Career choice for Nursing and Physician's Assistant,What is the average starting salary in the UK vs an RN ?,MARCO_5870224,"Average Licensed Practical and Licensed Vocational Nurse Pay vs. Other Best Jobs. The average salary for a licensed practical and licensed vocational nurse is $43,420, which is somewhat mid-range compared with other health care professionals' salaries. In 2014, registered nurses had an average salary of $69,790 and nurse practitioners had an average salary of $97,990. However, some nursing positions earn less, including nursing aides, who made $26,250, and medical assistants, who took home $31,220 in 2014.",0
1_7,Career choice for Nursing and Physician's Assistant,What is the average starting salary in the UK vs an RN ?,MARCO_1827628,"Full-Time Salaries. In 2013, the average nurse practitioner working full time earned a salary of $98,817 and the average physician assistant working full-time earned $107,268 (Table 1). Compared to 2012 earnings, full-time salary for NPs increased by $5,785, compared to a $5,103 increase for PAs.ull-Time Salaries. In 2013, the average nurse practitioner working full time earned a salary of $98,817 and the average physician assistant working full-time earned $107,268 (Table 1). Compared to 2012 earnings, full-time salary for NPs increased by $5,785, compared to a $5,103 increase for PAs.",0
1_7,Career choice for Nursing and Physician's Assistant,What is the average starting salary in the UK vs an RN ?,MARCO_8579371,"2013 Nurse Practitioner & Physician Assistant Salary Survey. Next Prev. The average salary among all NPs earning between $20,001 and $149,999/year is $94,881.22 and the average salary among all PAs earning between $20,001and $149,999 per year is $100,497.78.For the third consecutive year, the highest percentage of NP and PA respondents were family/adult medicine practitioners.013 Nurse Practitioner & Physician Assistant Salary Survey. Next Prev. The average salary among all NPs earning between $20,001 and $149,999/year is $94,881.22 and the average salary among all PAs earning between $20,001and $149,999 per year is $100,497.78.",0
1_7,Career choice for Nursing and Physician's Assistant,What is the average starting salary in the UK vs an RN ?,MARCO_4117646,"Average Physician Pay vs. Other Best Jobs. Most doctors are paid well. In fact, a physicianâs average salary was $190,530 in 2014. Dentists, who made an average salary of $166,810, had the next highest salary. And pharmacists, by comparison, made approximately $118,470 in 2014. Registered nurses, who often work closely with doctors, made an average salary of $69,790 in 2014, or about $120,740 less than physicians.",0
1_7,Career choice for Nursing and Physician's Assistant,What is the average starting salary in the UK vs an RN ?,MARCO_6149519,"The average salary for a RN working for an outpatient care center is $72,390 or $34.80 an hour. In local, private, and state hospitals, the average annual salary is roughly $71,640 ($34.44 per hour). Home health service RNâs earn an estimated $67,880 ($32.64 hourly).For nursing and residential care facilities, the average annually salary is around $62,440 or $28.28 per hour. Finally, in offices of physicians, a RN can earn an average of $58,420 ($30.02 per hour).In 2014, the top paying state for a registered nurse was California with an average annual salary of $98,440 ($47.31 an hour).egistered Nurse Salary. As stated on the bls.gov website, the median average wage for a RN (Registered Nurse) was around $69,790 or about $33.55 as an hourly rate in 2014. The lowest paid 10% of employed RNâs made less than $45,880 ($22.06 per hour), and the upper 10% percent made more than $98,880 ($47.54 per hour).",0
1_7,Career choice for Nursing and Physician's Assistant,What is the average starting salary in the UK vs an RN ?,MARCO_1522849,"The surgeon's assistants role is carried out by a doctor of medicine, nurses specialized in perioperative nursing who have completed registered nurse first assistant programs, surgical physician assistants and surgical assistants which are certified, licensed or registered.n the United States surgeon's assistants are credentialed as surgical physicians assistant's, registered nurse first assistants, nurse practitioners, licensed assistant surgeon, licensed surgical assistant and certified or registered surgical assistants.",0
1_7,Career choice for Nursing and Physician's Assistant,What is the average starting salary in the UK vs an RN ?,MARCO_3989972,"Bachelor's Degree in Nursing Salary Information. In May 2013, registered nurses brought in a median salary of $66,220 per year, with the majority making from $45,630 to $96,320 annually, according to BLS data.Nurses working at hospitals averaged $70,590 a year, while physicians' offices paid an average annual wage of $62,850.Show me 10 popular schools.n May 2013, registered nurses brought in a median salary of $66,220 per year, with the majority making from $45,630 to $96,320 annually, according to BLS data. Nurses working at hospitals averaged $70,590 a year, while physicians' offices paid an average annual wage of $62,850. Show me 10 popular schools.",0
1_8,Career choice for Nursing and Physician's Assistant,What the difference between a PA and a nurse practitioner ?,MARCO_615449,Another difference between the practice of physician assistants and nurse practitioners is that a physician assistant must practice under the supervision of a physician.nother difference between the practice of physician assistants and nurse practitioners is that a physician assistant must practice under the supervision of a physician.,1
1_8,Career choice for Nursing and Physician's Assistant,What the difference between a PA and a nurse practitioner ?,MARCO_7514658,"When the patient asks me what the difference is between a PA and an NP, the difference is really in our training and our background, said Physician Assistant Patrick Killeen, president of the American Academy of Physician Assistants (AAPA).urse Practitioner vs. Physician Assistant. Nurse practitioners (NPs) work in a variety of settings. So do physician assistants (PAs). They can both be found in hospitals and clinics, from rural to urban practices. PAs care for a variety of conditions. So do NPs.",2
1_8,Career choice for Nursing and Physician's Assistant,What the difference between a PA and a nurse practitioner ?,MARCO_5407409,"A nurse practitioner psychiatrist gets an annual salary of approximately $87,000; physician assistant $80,000, hospital nurse practitioner $92,000 to $117,000; nurse practitioner in a correction facility gets $120,000, certification for medical assistant 33,000, critical care nurse $114,000. nurse practitioner psychiatrist gets an annual salary of approximately $87,000; physician assistant $80,000, hospital nurse practitioner $92,000 to $117,000; nurse practitioner in a correction facility gets $120,000, certification for medical assistant 33,000, critical care nurse $114,000.",0
1_8,Career choice for Nursing and Physician's Assistant,What the difference between a PA and a nurse practitioner ?,MARCO_3600884,"In my pursuit of a career in medicine, I have been very confused as to the differences between a Medical Doctor (MD), Family Nurse Practitioner (FNP) and a Physician Assistant (PA).n my pursuit of a career in medicine, I have been very confused as to the differences between a Medical Doctor (MD), Family Nurse Practitioner (FNP) and a Physician Assistant (PA).",0
1_8,Career choice for Nursing and Physician's Assistant,What the difference between a PA and a nurse practitioner ?,MARCO_2904127,"Nurse Practitioner and Physician Assistant Differences. One of the main differences between the two occupations is the training involved. While nurse practitioners go to nursing schools, physician assistants attend medical school, so consequently they emerge with different viewpoints regarding medicine.",2
1_8,Career choice for Nursing and Physician's Assistant,What the difference between a PA and a nurse practitioner ?,MARCO_6642866,"In 2011, the average full-time salary for nurse practitioners was $90,583 while the average salary for physician assistants was $94,870. The average hourly rate for nurse practitioners was $47.63/ hour versus $50.52/ hour for physician assistants. Practice Setting Salary Comparison.n 2011, the average full-time salary for nurse practitioners was $90,583 while the average salary for physician assistants was $94,870. The average hourly rate for nurse practitioners was $47.63/ hour versus $50.52/ hour for physician assistants. Practice Setting Salary Comparison.",0
1_8,Career choice for Nursing and Physician's Assistant,What the difference between a PA and a nurse practitioner ?,MARCO_6642863,"Physician assistants who are men earned $116,575 in 2013 compared to $106,883 in 2012, while physician assistants who are women earned $99,914 compared to $97,002 in 2012. The gender difference documented in the 2013 survey is linked to the demographics of the professions.Of the 2,889 nurse practitioner respondents, 90% were women and 10% were men. Of the 951 physician assistant respondents, 42% were men and 58% were men.hysician assistants who are men earned $116,575 in 2013 compared to $106,883 in 2012, while physician assistants who are women earned $99,914 compared to $97,002 in 2012. The gender difference documented in the 2013 survey is linked to the demographics of the professions.",0
1_8,Career choice for Nursing and Physician's Assistant,What the difference between a PA and a nurse practitioner ?,MARCO_3984224,"Differences Between a Physician Assistant and a Nurse Practitioner. Both physician assistants and nurse practitioners provide health care, although the restrictions and requirements in each field vary. If you enjoy caring for others and are willing to commit to formal education, then a career in either field might be right for you.",1
1_8,Career choice for Nursing and Physician's Assistant,What the difference between a PA and a nurse practitioner ?,MARCO_7090806,"The Difference Between a Nurse Practitioner (NP) and a Physician Assistant (PA) As many patients know, people rarely see a medical doctor for routine physical examinations anymore. They are far more likely to have an appointment with a Nurse Practitioner (NP) or Physician Assistant (PA) who works in the practice.",0
1_8,Career choice for Nursing and Physician's Assistant,What the difference between a PA and a nurse practitioner ?,MARCO_2849832,"Blog Home > The Difference Between a Nurse Practitioner (NP) and a Physician Assistant (PA) As many patients know, people rarely see a medical doctor for routine physical examinations anymore. They are far more likely to have an appointment with a Nurse Practitioner (NP) or Physician Assistant (PA) who works in the practice.",0
1_8,Career choice for Nursing and Physician's Assistant,What the difference between a PA and a nurse practitioner ?,MARCO_7342285,"While physician assistants are required to attend physician assistant programs in order to obtain the knowledge necessary to embark on a career path in the field; orthopedic physician assistants can prepare by attending a physician assistant program or a nurse practitioner program as well as an OPA program.he most common educational requirements are the completion of an OPA program or a course in related education. The degree specialization can be a nurse practitioner, primary care physician assistant or orthopedic physician assistant. The NBCOPA certifies OPAs who are required licensure in some states.",0
1_8,Career choice for Nursing and Physician's Assistant,What the difference between a PA and a nurse practitioner ?,MARCO_8407876,"Medical assistants are unlicensed individuals who perform non-invasive routine technical support services under the supervision of a licensed physician and surgeon, podiatrist, physician assistant, nurse practitioner, or nurse midwife in a medical office or clinic setting.edical assistants are unlicensed individuals who perform non-invasive routine technical support services under the supervision of a licensed physician and surgeon, podiatrist, physician assistant, nurse practitioner, or nurse midwife in a medical office or clinic setting.",0
1_8,Career choice for Nursing and Physician's Assistant,What the difference between a PA and a nurse practitioner ?,MARCO_4389107,"PCP is a commonly used acronym or abbreviation to describe a your primary health care provider. This is usually a physician, but can also be a nurse practitioner or physician's assistant who works under the direction of a physician.A variety of Riverside medical professionals are trained to provide you and your family with primary care.urse Practitioners and Physician Assistants Many primary care physicians also use midlevel care providers to help take care of their patients. Midlevel is a term used to describe Nurse Practitioners and Physician Assistants who are trained to manage patient care under the supervision of a physician.",0
1_8,Career choice for Nursing and Physician's Assistant,What the difference between a PA and a nurse practitioner ?,MARCO_291620,"Physician Assistants and APRNs Must Attest Taxonomy Codes Information posted July 1, 2011 By October 30, 2011, physician assistant, nurse practitioner, and clinical nurse specialist providers must have the appropriate primary taxonomy code that reflects their provider type and specialty on file with TMHP.hysician Assistants and APRNs Must Attest Taxonomy Codes Information posted July 1, 2011 By October 30, 2011, physician assistant, nurse practitioner, and clinical nurse specialist providers must have the appropriate primary taxonomy code that reflects their provider type and specialty on file with TMHP.",0
1_8,Career choice for Nursing and Physician's Assistant,What the difference between a PA and a nurse practitioner ?,MARCO_6607048,"What is a medical assistant? A medical assistant (MA) is an unlicensed person who assists in the medical practice under the supervision of a physician, physician assistant or nurse practitioner and performs delegated procedures appropriate with the MAâs education and training.irect supervision, as defined in statute, means that a physician, physician assistant or nurse practitioner is within the same room or office suite as the medical assistant in order to be available for consultation regarding those tasks the medical assistant performs.",0
1_8,Career choice for Nursing and Physician's Assistant,What the difference between a PA and a nurse practitioner ?,MARCO_7446928,"431-Nurse Practitioner; Adult Health 363LA2200X 055-Nurse Practitioner;-Advanced Practice 363L00000X 432-Nurse Practitioner; Family 363LF0000X 466 -Nurse Practitioner; Neonatal; Critical Care 363LN0005X 434 -Nurse Practitioner; OB/GYN 363LX0001X 435-Nurse Practitioner; Pediatrics 363LP0200X 469-Nurse Practitioner; Primary Care 363LP2300X 467-Nurse Practitioner; Psychiatric/Mental Health 363LP0808X 470-Nurse Practitioner, Women's Health 363LW0102X 255-Physician Assistant 363A00000X 335-Case Manager/Care Coordinator no taxonomy code required 380-Congregate Care (DD) no taxonomy code required",0
1_8,Career choice for Nursing and Physician's Assistant,What the difference between a PA and a nurse practitioner ?,MARCO_6607056,"Direct supervision, as defined in statute, means that a physician, physician assistant or nurse practitioner is within the same room or office suite as the medical assistant in order to be available for consultation regarding those tasks the medical assistant performs.irect supervision, as defined in statute, means that a physician, physician assistant or nurse practitioner is within the same room or office suite as the medical assistant in order to be available for consultation regarding those tasks the medical assistant performs.",0
1_8,Career choice for Nursing and Physician's Assistant,What the difference between a PA and a nurse practitioner ?,MARCO_3984229,"The main difference when it comes to nurse practitioner vs physician assistant schooling is that there are a more limited number of accredited schools for physician assistants in the US, currently a little over 160, compared to schools for nurse practitioners which there are over 800.",0
1_9,Career choice for Nursing and Physician's Assistant,Do NPs or PAs make more ?,MARCO_6642866,"In 2011, the average full-time salary for nurse practitioners was $90,583 while the average salary for physician assistants was $94,870. The average hourly rate for nurse practitioners was $47.63/ hour versus $50.52/ hour for physician assistants. Practice Setting Salary Comparison.n 2011, the average full-time salary for nurse practitioners was $90,583 while the average salary for physician assistants was $94,870. The average hourly rate for nurse practitioners was $47.63/ hour versus $50.52/ hour for physician assistants. Practice Setting Salary Comparison.",2
1_9,Career choice for Nursing and Physician's Assistant,Do NPs or PAs make more ?,MARCO_5407409,"A nurse practitioner psychiatrist gets an annual salary of approximately $87,000; physician assistant $80,000, hospital nurse practitioner $92,000 to $117,000; nurse practitioner in a correction facility gets $120,000, certification for medical assistant 33,000, critical care nurse $114,000. nurse practitioner psychiatrist gets an annual salary of approximately $87,000; physician assistant $80,000, hospital nurse practitioner $92,000 to $117,000; nurse practitioner in a correction facility gets $120,000, certification for medical assistant 33,000, critical care nurse $114,000.",1
1_9,Career choice for Nursing and Physician's Assistant,Do NPs or PAs make more ?,MARCO_6831357,"PAs also experienced an increase during the last 2 years â over $13,000!. When it comes to full-time salaries, the average full-time working nurse practitioner earned an annual salary just short of $99,000, while the average full-time physician assistant earned around $107,000.In the previous year, men still out earned women in both of these professions.A vs NP â Salary Differences. This year, both physician assistants and nurse practitioners have good reason to rejoice, since both groups have experienced an increase in full time salaries in the past year.",1
1_9,Career choice for Nursing and Physician's Assistant,Do NPs or PAs make more ?,MARCO_6642862,"We collected 4,851 responses from 3,723 nurse practitioners and 1,128 physician assistants. Full-Time Salaries. In 2012, the average physician assistant working full time earned a salary of $102,165 and the average nurse practitioner working full time earned $93,032 (Table 1).For PAs, this change marks a $7,295 increase over 2011 average wages of $94,870.nlike the falling salary numbers of 2011, nurse practitioners and physician assistants have regained momentum, reporting increased salaries and hourly wages across the board. In 2012, one profession made significant gains over last year's wages.",2
1_9,Career choice for Nursing and Physician's Assistant,Do NPs or PAs make more ?,MARCO_5690791,"Average Physician Assistant Pay vs. Other Best Jobs. Physician assistants made an average salary of $97,280 in 2014. Nurse practitioners made a similar salary of $97,990 in the same year. General internists/physicians, however, made much more, with an average wage of $190,530 in 2014. Registered nurses made less than these professionals, with a mean salary of $69,790.",2
1_9,Career choice for Nursing and Physician's Assistant,Do NPs or PAs make more ?,MARCO_5699127,"2015 nurse practitioner & physician assistant salary survey. Next Prev. The average salary among all NPs is $99,471. The average salary among all PAs is $105,013. The highest salaries for NPs can be found in the West.The highest salaries for PAs can be found in the West. The lowest salaries were found in the Northeast.015 nurse practitioner & physician assistant salary survey. Next Prev. The average salary among all NPs is $99,471. The average salary among all PAs is $105,013. The highest salaries for NPs can be found in the West. The highest salaries for PAs can be found in the West. The lowest salaries were found in the Northeast.",2
1_9,Career choice for Nursing and Physician's Assistant,Do NPs or PAs make more ?,MARCO_8579371,"2013 Nurse Practitioner & Physician Assistant Salary Survey. Next Prev. The average salary among all NPs earning between $20,001 and $149,999/year is $94,881.22 and the average salary among all PAs earning between $20,001and $149,999 per year is $100,497.78.For the third consecutive year, the highest percentage of NP and PA respondents were family/adult medicine practitioners.013 Nurse Practitioner & Physician Assistant Salary Survey. Next Prev. The average salary among all NPs earning between $20,001 and $149,999/year is $94,881.22 and the average salary among all PAs earning between $20,001and $149,999 per year is $100,497.78.",2
